yyyy,mm,tmax,tmin,af,rain,sun,date
1990.0,3.0,13.6,4.8,1.0,6.9,154.6,1990-03-01
1990.0,4.0,14.6,4.2,3.0,29.7,245.0,1990-04-01
1990.0,5.0,20.5,9.0,0.0,4.1,287.0,1990-05-01
1990.0,6.0,19.5,10.8,0.0,39.5,132.5,1990-06-01
1990.0,7.0,24.7,13.2,0.0,6.9,273.2,1990-07-01
1990.0,8.0,26.0,14.7,0.0,26.8,249.3,1990-08-01
1990.0,9.0,19.7,10.0,0.0,24.9,173.4,1990-09-01
1990.0,10.0,16.9,9.6,0.0,49.7,122.5,1990-10-01
1990.0,11.0,10.7,5.1,0.0,22.1,70.0,1990-11-01
1990.0,12.0,7.6,2.5,7.0,51.4,47.8,1990-12-01
1991.0,1.0,7.3,1.8,3.0,69.7,68.4,1991-01-01
1991.0,2.0,5.4,-1.3,16.0,34.7,48.5,1991-02-01
1991.0,3.0,12.5,5.3,2.0,25.9,102.7,1991-03-01
1991.0,4.0,13.1,4.8,2.0,52.8,158.5,1991-04-01
1991.0,5.0,15.7,7.7,0.0,9.1,138.7,1991-05-01
1991.0,6.0,17.8,9.7,0.0,88.6,135.0,1991-06-01
1991.0,7.0,23.2,14.4,0.0,92.9,218.6,1991-07-01
1991.0,8.0,24.1,14.4,0.0,26.0,241.7,1991-08-01
1991.0,9.0,21.4,11.5,0.0,43.7,183.0,1991-09-01
1991.0,10.0,14.6,7.6,0.0,18.5,87.1,1991-10-01
1991.0,11.0,10.6,4.2,5.0,59.3,59.2,1991-11-01
1991.0,12.0,8.3,1.7,12.0,12.0,60.7,1991-12-01
1992.0,1.0,7.5,2.0,11.0,12.6,56.0,1992-01-01
1992.0,2.0,9.5,2.3,8.0,17.7,50.3,1992-02-01
1992.0,3.0,11.8,4.9,0.0,38.5,61.8,1992-03-01
1992.0,4.0,14.0,5.6,1.0,57.1,129.7,1992-04-01
1992.0,5.0,21.0,10.2,0.0,94.5,271.9,1992-05-01
1992.0,6.0,22.5,12.3,0.0,22.5,213.7,1992-06-01
1992.0,7.0,22.5,14.2,0.0,62.3,158.6,1992-07-01
1992.0,8.0,21.7,13.6,0.0,84.7,149.2,1992-08-01
1992.0,9.0,18.9,11.0,0.0,77.3,127.5,1992-09-01
1992.0,10.0,12.5,5.3,3.0,59.4,112.6,1992-10-01
1992.0,11.0,12.0,4.8,2.0,86.9,61.6,1992-11-01
1992.0,12.0,7.8,1.6,12.0,35.9,49.1,1992-12-01
1993.0,1.0,10.3,3.5,4.0,63.1,37.8,1993-01-01
1993.0,2.0,7.2,2.5,2.0,2.4,51.0,1993-02-01
1993.0,3.0,11.8,3.3,4.0,16.0,128.4,1993-03-01
1993.0,4.0,14.6,6.8,0.0,75.3,126.9,1993-04-01
1993.0,5.0,18.0,8.8,0.0,31.8,176.6,1993-05-01
1993.0,6.0,21.8,12.2,0.0,43.9,224.2,1993-06-01
1993.0,7.0,21.6,12.6,0.0,35.0,174.6,1993-07-01
1993.0,8.0,21.6,11.7,0.0,23.8,219.4,1993-08-01
1993.0,9.0,17.5,9.8,0.0,96.3,104.5,1993-09-01
1993.0,10.0,13.0,7.0,1.0,123.0,117.0,1993-10-01
1993.0,11.0,8.8,2.4,11.0,29.5,71.3,1993-11-01
1993.0,12.0,9.2,3.6,3.0,73.8,52.4,1993-12-01
1994.0,1.0,9.3,2.8,6.0,80.0,73.4,1994-01-01
1994.0,2.0,7.7,1.2,8.0,42.6,72.0,1994-02-01
1994.0,3.0,12.3,5.1,1.0,40.0,126.4,1994-03-01
1994.0,4.0,13.3,5.1,1.0,52.8,175.0,1994-04-01
1994.0,5.0,16.0,8.2,0.0,80.6,158.3,1994-05-01
1994.0,6.0,21.5,11.2,0.0,17.0,265.0,1994-06-01
1994.0,7.0,26.2,15.2,0.0,16.9,267.1,1994-07-01
1994.0,8.0,23.0,13.8,0.0,32.2,180.9,1994-08-01
1994.0,9.0,17.8,10.8,0.0,86.3,109.7,1994-09-01
1994.0,10.0,15.4,7.7,0.0,76.0,141.0,1994-10-01
1994.0,11.0,13.6,8.4,0.0,43.1,42.7,1994-11-01
1994.0,12.0,10.7,4.0,6.0,63.3,60.8,1994-12-01
1995.0,1.0,8.9,2.2,6.0,113.7,59.6,1995-01-01
1995.0,2.0,10.7,4.4,1.0,71.9,70.9,1995-02-01
1995.0,3.0,11.2,2.0,7.0,49.5,194.5,1995-03-01
1995.0,4.0,15.0,6.1,3.0,16.9,199.5,1995-04-01
1995.0,5.0,19.0,8.2,0.0,30.0,234.4,1995-05-01
1995.0,6.0,20.7,10.8,0.0,11.1,187.7,1995-06-01
1995.0,7.0,26.3,15.2,0.0,20.3,247.1,1995-07-01
1995.0,8.0,27.0,15.6,0.0,0.3,295.3,1995-08-01
1995.0,9.0,19.2,10.7,0.0,95.0,142.4,1995-09-01
1995.0,10.0,18.3,10.2,0.0,19.2,129.9,1995-10-01
1995.0,11.0,12.0,5.1,4.0,28.5,76.2,1995-11-01
1995.0,12.0,5.8,1.0,13.0,82.8,44.7,1995-12-01
1996.0,1.0,7.2,3.1,5.0,41.5,25.3,1996-01-01
1996.0,2.0,6.8,0.1,17.0,49.0,100.3,1996-02-01
1996.0,3.0,8.6,2.1,9.0,31.4,75.9,1996-03-01
1996.0,4.0,14.3,5.5,3.0,25.0,147.5,1996-04-01
1996.0,5.0,15.1,5.9,0.0,25.8,182.6,1996-05-01
1996.0,6.0,22.8,11.3,0.0,12.0,282.7,1996-06-01
1996.0,7.0,24.2,13.2,0.0,28.8,233.7,1996-07-01
1996.0,8.0,23.1,13.4,0.0,45.8,217.6,1996-08-01
1996.0,9.0,19.2,10.7,0.0,22.0,142.0,1996-09-01
1996.0,10.0,16.6,8.9,0.0,35.4,142.3,1996-10-01
1996.0,11.0,10.5,2.7,9.0,91.0,107.5,1996-11-01
1996.0,12.0,6.2,1.4,11.0,13.0,57.6,1996-12-01
1997.0,1.0,5.5,0.2,13.0,10.3,59.3,1997-01-01
1997.0,2.0,10.8,4.0,4.0,55.1,58.1,1997-02-01
1997.0,3.0,13.8,5.3,0.0,11.4,151.0,1997-03-01
1997.0,4.0,15.6,5.4,1.0,9.8,218.5,1997-04-01
1997.0,5.0,18.7,8.5,1.0,28.2,259.2,1997-05-01
1997.0,6.0,20.2,12.2,0.0,78.6,151.6,1997-06-01
1997.0,7.0,23.5,13.9,0.0,34.6,241.1,1997-07-01
1997.0,8.0,25.8,16.6,0.0,70.5,194.2,1997-08-01
1997.0,9.0,20.9,11.8,0.0,6.8,190.3,1997-09-01
1997.0,10.0,15.9,7.5,3.0,44.9,166.0,1997-10-01
1997.0,11.0,12.5,6.2,2.0,47.1,67.3,1997-11-01
1997.0,12.0,9.5,4.2,4.0,47.4,48.0,1997-12-01
1998.0,1.0,9.2,3.5,3.0,68.6,65.2,1998-01-01
1998.0,2.0,11.6,3.5,5.0,6.6,113.1,1998-02-01
1998.0,3.0,12.1,5.7,1.0,51.1,84.9,1998-03-01
1998.0,4.0,12.7,5.7,0.0,82.6,115.4,1998-04-01
1998.0,5.0,19.6,10.2,0.0,31.9,228.2,1998-05-01
1998.0,6.0,19.9,12.0,0.0,89.6,158.4,1998-06-01
1998.0,7.0,21.4,13.0,0.0,26.9,184.3,1998-07-01
1998.0,8.0,23.5,12.7,0.0,16.6,262.6,1998-08-01
1998.0,9.0,20.4,12.7,0.0,101.2,149.1,1998-09-01
1998.0,10.0,14.7,8.6,0.0,103.8,96.7,1998-10-01
1998.0,11.0,9.6,3.4,4.0,57.0,78.5,1998-11-01
1998.0,12.0,9.7,3.8,7.0,49.2,42.4,1998-12-01
1999.0,1.0,9.4,3.8,3.0,68.7,53.7,1999-01-01
1999.0,2.0,8.8,2.8,7.0,21.1,90.1,1999-02-01
1999.0,3.0,12.2,5.0,2.0,25.6,122.5,1999-03-01
1999.0,4.0,14.9,6.3,1.0,35.0,167.8,1999-04-01
1999.0,5.0,19.1,10.2,0.0,35.8,184.9,1999-05-01
1999.0,6.0,20.3,11.0,0.0,98.2,239.1,1999-06-01
1999.0,7.0,24.9,14.3,0.0,8.6,275.9,1999-07-01
1999.0,8.0,22.8,14.0,0.0,124.8,199.8,1999-08-01
1999.0,9.0,21.3,13.2,0.0,86.7,165.0,1999-09-01
1999.0,10.0,15.6,7.9,0.0,49.2,160.5,1999-10-01
1999.0,11.0,11.3,5.9,0.0,31.2,79.0,1999-11-01
1999.0,12.0,8.7,2.4,7.0,77.2,75.3,1999-12-01
2000.0,1.0,8.6,2.4,7.0,16.5,78.6,2000-01-01
2000.0,2.0,10.4,3.8,5.0,62.2,102.5,2000-02-01
2000.0,3.0,12.1,4.9,1.0,16.0,120.4,2000-03-01
2000.0,4.0,12.9,5.4,0.0,99.6,135.8,2000-04-01
2000.0,5.0,18.0,9.6,0.0,87.2,202.9,2000-05-01
2000.0,6.0,21.0,12.8,0.0,19.2,169.5,2000-06-01
2000.0,7.0,21.0,12.8,0.0,52.8,174.7,2000-07-01
2000.0,8.0,23.2,14.0,0.0,32.3,211.4,2000-08-01
2000.0,9.0,20.1,12.5,0.0,105.8,132.1,2000-09-01
2000.0,10.0,14.7,8.5,0.0,155.4,98.0,2000-10-01
2000.0,11.0,11.0,4.5,1.0,99.5,74.9,2000-11-01
2000.0,12.0,9.0,4.6,5.0,73.9,50.0,2000-12-01
2001.0,1.0,7.1,1.8,9.0,75.2,87.0,2001-01-01
2001.0,2.0,9.2,2.8,5.0,69.6,92.3,2001-02-01
2001.0,3.0,9.5,3.8,3.0,95.3,78.2,2001-03-01
2001.0,4.0,12.8,5.4,0.0,66.5,138.5,2001-04-01
2001.0,5.0,18.8,9.1,0.0,26.0,228.0,2001-05-01
2001.0,6.0,20.8,11.3,0.0,39.1,248.0,2001-06-01
2001.0,7.0,24.3,14.5,0.0,35.2,229.1,2001-07-01
2001.0,8.0,23.5,14.5,0.0,79.0,210.9,2001-08-01
2001.0,9.0,18.1,10.8,0.0,59.6,143.3,2001-09-01
2001.0,10.0,17.6,11.3,0.0,108.2,109.9,2001-10-01
2001.0,11.0,11.3,4.4,3.0,33.8,88.3,2001-11-01
2001.0,12.0,7.3,1.4,11.0,17.8,93.3,2001-12-01
2002.0,1.0,9.5,3.5,6.0,51.0,53.4,2002-01-01
2002.0,2.0,11.3,4.8,2.0,64.0,91.4,2002-02-01
2002.0,3.0,12.4,5.1,2.0,37.6,111.3,2002-03-01
2002.0,4.0,15.7,6.1,0.0,38.4,220.5,2002-04-01
2002.0,5.0,17.3,9.4,0.0,66.4,192.2,2002-05-01
2002.0,6.0,20.1,11.6,0.0,74.2,191.5,2002-06-01
2002.0,7.0,22.3,13.5,0.0,67.2,193.9,2002-07-01
2002.0,8.0,23.3,14.7,0.0,36.3,190.4,2002-08-01
2002.0,9.0,20.3,11.5,0.0,20.0,178.2,2002-09-01
2002.0,10.0,15.3,8.4,0.0,61.6,109.2,2002-10-01
2002.0,11.0,12.4,7.0,0.0,151.0,66.1,2002-11-01
2002.0,12.0,9.0,5.2,0.0,119.0,34.1,2002-12-01
2003.0,1.0,8.0,2.3,10.0,73.6,93.6,2003-01-01
2003.0,2.0,8.4,1.8,10.0,20.8,101.2,2003-02-01
2003.0,3.0,13.6,4.4,0.0,16.4,176.9,2003-03-01
2003.0,4.0,15.7,6.3,3.0,30.0,198.0,2003-04-01
2003.0,5.0,18.2,9.0,0.0,39.1,205.5,2003-05-01
2003.0,6.0,23.3,13.3,0.0,47.6,245.5,2003-06-01
2003.0,7.0,24.2,14.7,0.0,28.8,213.9,2003-07-01
2003.0,8.0,26.4,15.7,0.0,10.4,255.3,2003-08-01
2003.0,9.0,21.9,10.8,0.0,8.4,206.7,2003-09-01
2003.0,10.0,14.5,6.4,0.0,35.2,160.7,2003-10-01
2003.0,11.0,12.6,6.7,1.0,113.8,88.2,2003-11-01
2003.0,12.0,8.8,3.2,3.0,51.4,58.0,2003-12-01
2004.0,1.0,8.8,3.1,8.0,71.9,64.0,2004-01-01
2004.0,2.0,8.7,3.8,7.0,26.2,65.3,2004-02-01
2004.0,3.0,10.8,3.9,3.0,29.5,102.7,2004-03-01
2004.0,4.0,14.9,6.3,0.0,68.8,155.0,2004-04-01
2004.0,5.0,18.2,9.5,0.0,45.0,208.2,2004-05-01
2004.0,6.0,22.1,12.6,0.0,40.4,236.0,2004-06-01
2004.0,7.0,22.7,13.3,0.0,37.6,201.5,2004-07-01
2004.0,8.0,23.8,15.1,0.0,107.8,213.3,2004-08-01
2004.0,9.0,20.8,12.5,0.0,18.8,182.7,2004-09-01
2004.0,10.0,15.3,9.1,0.0,96.6,101.2,2004-10-01
2004.0,11.0,11.2,6.2,2.0,29.6,60.8,2004-11-01
2004.0,12.0,8.8,2.9,5.0,46.4,48.2,2004-12-01
2005.0,1.0,9.5,3.8,1.0,21.6,72.1,2005-01-01
2005.0,2.0,7.3,2.5,7.0,19.7,62.4,2005-02-01
2005.0,3.0,11.5,4.5,7.0,43.6,96.7,2005-03-01
2005.0,4.0,14.6,6.2,1.0,30.0,153.0,2005-04-01
2005.0,5.0,17.7,8.5,0.0,19.8,228.3,2005-05-01
2005.0,6.0,22.8,12.9,0.0,32.6,219.3,2005-06-01
2005.0,7.0,23.3,14.1,0.0,45.8,202.5,2005-07-01
2005.0,8.0,23.2,13.0,0.0,42.4,250.4,2005-08-01
2005.0,9.0,21.4,12.7,0.0,47.5,143.9,2005-09-01
2005.0,10.0,17.8,11.3,0.0,73.4,89.9,2005-10-01
2005.0,11.0,10.7,3.5,8.0,29.2,93.3,2005-11-01
2005.0,12.0,8.2,1.9,8.0,44.4,65.7,2005-12-01
2006.0,1.0,7.6,2.9,6.0,16.8,51.4,2006-01-01
2006.0,2.0,7.2,1.7,5.0,41.2,62.9,2006-02-01
2006.0,3.0,9.4,2.8,10.0,44.6,91.2,2006-03-01
2006.0,4.0,14.1,6.0,0.0,33.4,132.3,2006-04-01
2006.0,5.0,18.0,9.8,0.0,91.6,128.2,2006-05-01
2006.0,6.0,23.7,12.9,0.0,11.8,225.3,2006-06-01
2006.0,7.0,28.2,16.7,0.0,23.6,266.4,2006-07-01
2006.0,8.0,22.2,13.5,0.0,68.8,140.2,2006-08-01
2006.0,9.0,22.7,14.5,0.0,78.2,153.9,2006-09-01
2006.0,10.0,17.8,11.2,0.0,64.4,106.3,2006-10-01
2006.0,11.0,12.7,5.4,2.0,98.0,97.0,2006-11-01
2006.0,12.0,9.7,4.5,5.0,63.6,41.2,2006-12-01
2007.0,1.0,10.5,5.1,2.0,56.0,56.6,2007-01-01
2007.0,2.0,9.9,3.9,5.0,92.9,59.3,2007-02-01
2007.0,3.0,12.5,4.4,2.0,43.8,164.7,2007-03-01
2007.0,4.0,18.9,7.7,0.0,3.6,224.6,2007-04-01
2007.0,5.0,17.9,9.7,0.0,80.0,149.6,2007-05-01
2007.0,6.0,21.2,12.6,0.0,63.8,139.7,2007-06-01
2007.0,7.0,21.4,13.1,0.0,115.2,159.9,2007-07-01
2007.0,8.0,21.5,12.9,0.0,41.0,192.6,2007-08-01
2007.0,9.0,19.9,11.4,0.0,17.4,141.1,2007-09-01
2007.0,10.0,15.4,8.5,0.0,37.8,98.4,2007-10-01
2007.0,11.0,11.4,4.6,3.0,84.8,81.3,2007-11-01
2007.0,12.0,8.9,3.1,9.0,44.6,61.4,2007-12-01
2008.0,1.0,10.4,4.7,0.0,69.0,60.2,2008-01-01
2008.0,2.0,11.0,2.0,7.0,15.4,130.0,2008-02-01
2008.0,3.0,10.6,3.7,2.0,69.8,85.7,2008-03-01
2008.0,4.0,13.7,5.2,2.0,63.4,140.3,2008-04-01
2008.0,5.0,19.8,10.5,0.0,64.2,162.6,2008-05-01
2008.0,6.0,20.8,11.9,0.0,45.6,201.9,2008-06-01
2008.0,7.0,22.8,13.7,0.0,76.8,172.5,2008-07-01
2008.0,8.0,21.5,14.2,0.0,64.4,104.3,2008-08-01
2008.0,9.0,18.5,11.2,0.0,43.0,110.7,2008-09-01
2008.0,10.0,15.0,6.8,1.0,45.0,134.4,2008-10-01
2008.0,11.0,10.7,5.2,2.0,58.8,42.2,2008-11-01
2008.0,12.0,7.3,1.7,11.0,41.2,65.1,2008-12-01
2009.0,1.0,6.8,0.3,13.0,72.4,63.2,2009-01-01
2009.0,2.0,7.8,2.1,10.0,69.6,59.2,2009-02-01
2009.0,3.0,12.9,3.7,2.0,30.0,158.5,2009-03-01
2009.0,4.0,16.1,7.2,0.0,28.0,172.8,2009-04-01
2009.0,5.0,19.1,9.4,0.0,29.8,193.9,2009-05-01
2009.0,6.0,22.4,12.2,0.0,34.0,192.8,2009-06-01
2009.0,7.0,23.0,13.7,0.0,71.4,155.8,2009-07-01
2009.0,8.0,23.9,14.1,0.0,39.6,167.6,2009-08-01
2009.0,9.0,20.5,12.0,0.0,36.0,137.3,2009-09-01
2009.0,10.0,16.3,9.3,0.0,39.4,84.7,2009-10-01
2009.0,11.0,12.6,7.4,0.0,148.0,62.4,2009-11-01
2009.0,12.0,7.0,1.3,12.0,84.6,60.3,2009-12-01
2010.0,1.0,4.5,-0.3,15.0,51.8,51.3,2010-01-01
2010.0,2.0,6.9,1.7,8.0,100.4,46.7,2010-02-01
2010.0,3.0,11.1,3.7,4.0,39.8,106.4,2010-03-01
2010.0,4.0,15.8,5.6,0.0,23.2,201.7,2010-04-01
2010.0,5.0,17.3,7.7,0.0,20.6,170.4,2010-05-01
2010.0,6.0,23.5,12.1,0.0,12.4,220.1,2010-06-01
2010.0,7.0,25.0,15.1,0.0,18.0,161.8,2010-07-01
2010.0,8.0,21.6,13.2,0.0,88.6,110.9,2010-08-01
2010.0,9.0,19.4,11.2,0.0,38.2,128.7,2010-09-01
2010.0,10.0,15.2,8.3,1.0,74.8,104.0,2010-10-01
2010.0,11.0,9.1,4.0,7.0,32.2,50.0,2010-11-01
2010.0,12.0,3.9,-1.5,21.0,21.4,18.5,2010-12-01
2011.0,1.0,7.4,2.8,8.0,76.8,35.6,2011-01-01
2011.0,2.0,10.2,4.8,1.0,42.8,36.2,2011-02-01
2011.0,3.0,12.3,3.8,4.0,14.6,126.4,2011-03-01
2011.0,4.0,19.7,8.6,0.0,2.4,218.0,2011-04-01
2011.0,5.0,19.4,9.4,0.0,24.6,218.0,2011-05-01
2011.0,6.0,20.7,11.0,0.0,84.0,173.5,2011-06-01
2011.0,7.0,21.7,12.6,0.0,49.8,173.6,2011-07-01
2011.0,8.0,21.8,13.4,0.0,68.8,144.1,2011-08-01
2011.0,9.0,21.3,12.4,0.0,35.0,161.2,2011-09-01
2011.0,10.0,18.1,10.1,0.0,18.4,140.4,2011-10-01
2011.0,11.0,13.6,7.3,0.0,29.0,52.5,2011-11-01
2011.0,12.0,9.9,3.8,4.0,63.0,60.6,2011-12-01
2012.0,1.0,9.8,3.4,7.0,34.4,68.5,2012-01-01
2012.0,2.0,8.0,1.3,12.0,16.8,84.9,2012-02-01
2012.0,3.0,14.7,4.7,0.0,16.2,180.3,2012-03-01
2012.0,4.0,13.3,4.9,1.0,98.4,141.7,2012-04-01
2012.0,5.0,18.2,9.7,0.0,25.4,166.6,2012-05-01
2012.0,6.0,19.4,11.6,0.0,110.8,118.5,2012-06-01
2012.0,7.0,21.3,13.2,0.0,71.8,161.6,2012-07-01
2012.0,8.0,23.5,14.3,0.0,36.4,182.6,2012-08-01
2012.0,9.0,20.0,10.3,0.0,41.2,178.9,2012-09-01
2012.0,10.0,14.2,8.0,0.0,88.4,85.6,2012-10-01
2012.0,11.0,11.0,4.6,1.0,71.8,75.4,2012-11-01
2012.0,12.0,9.0,2.6,10.0,95.8,58.0,2012-12-01
2013.0,1.0,6.5,2.0,13.0,50.1,34.5,2013-01-01
2013.0,2.0,6.7,1.2,4.0,32.8,64.9,2013-02-01
2013.0,3.0,6.9,1.2,11.0,52.8,62.3,2013-03-01
2013.0,4.0,13.5,4.7,3.0,34.0,162.8,2013-04-01
2013.0,5.0,16.4,7.7,0.0,41.8,163.3,2013-05-01
2013.0,6.0,20.3,11.2,0.0,11.6,157.5,2013-06-01
2013.0,7.0,27.0,15.2,0.0,25.2,268.2,2013-07-01
2013.0,8.0,24.3,14.3,0.0,32.6,198.7,2013-08-01
2013.0,9.0,19.7,11.1,0.0,49.6,118.9,2013-09-01
2013.0,10.0,17.0,10.6,0.0,81.4,89.6,2013-10-01
2013.0,11.0,10.4,4.7,1.0,50.0,80.4,2013-11-01
2013.0,12.0,10.2,3.5,3.0,98.2,51.3,2013-12-01
2014.0,1.0,10.0,3.8,1.0,162.4,68.3,2014-01-01
2014.0,2.0,10.6,4.4,0.0,89.8,91.7,2014-02-01
2014.0,3.0,14.1,4.4,1.0,27.8,161.4,2014-03-01
2014.0,4.0,16.1,7.5,0.0,58.0,156.9,2014-04-01
2014.0,5.0,18.0,9.8,0.0,84.6,178.8,2014-05-01
2014.0,6.0,22.1,12.5,0.0,40.8,220.2,2014-06-01
2014.0,7.0,25.8,15.0,0.0,50.0,246.4,2014-07-01
2014.0,8.0,21.7,12.7,0.0,97.6,183.6,2014-08-01
2014.0,9.0,21.5,12.8,0.0,10.8,134.6,2014-09-01
2014.0,10.0,17.6,11.0,0.0,76.0,103.8,2014-10-01
2014.0,11.0,12.5,6.9,1.0,128.4,51.1,2014-11-01
2014.0,12.0,9.2,3.0,7.0,37.8,71.6,2014-12-01
2015.0,1.0,8.8,1.6,10.0,63.4,62.0,2015-01-01
2015.0,2.0,8.0,1.8,8.0,38.6,63.9,2015-02-01
2015.0,3.0,11.6,4.1,1.0,24.0,140.7,2015-03-01
2015.0,4.0,16.3,6.0,0.0,16.2,212.1,2015-04-01
2015.0,5.0,17.6,8.8,0.0,41.6,189.0,2015-05-01
2015.0,6.0,22.2,11.4,0.0,12.2,197.0,2015-06-01
2015.0,7.0,23.7,13.8,0.0,71.8,189.7,2015-07-01
2015.0,8.0,22.2,14.1,0.0,116.8,134.1,2015-08-01
2015.0,9.0,18.6,10.2,0.0,50.0,162.3,2015-09-01
2015.0,10.0,15.8,9.3,0.0,39.8,94.2,2015-10-01
2015.0,11.0,13.4,8.0,2.0,48.2,27.7,2015-11-01
2015.0,12.0,13.7,8.9,0.0,39.4,35.0,2015-12-01
2016.0,1.0,9.5,3.0,5.0,74.8,54.8,2016-01-01
2016.0,2.0,9.4,2.9,5.0,43.8,86.8,2016-02-01
2016.0,3.0,10.7,3.2,3.0,72.8,123.3,2016-03-01
2016.0,4.0,13.5,4.9,0.0,47.2,170.0,2016-04-01
2016.0,5.0,19.0,9.7,0.0,60.4,192.7,2016-05-01
2016.0,6.0,20.7,12.7,0.0,93.4,101.7,2016-06-01
2016.0,7.0,24.0,14.5,0.0,16.0,182.8,2016-07-01
2016.0,8.0,24.7,14.6,0.0,21.6,201.4,2016-08-01
2016.0,9.0,22.4,13.7,0.0,42.2,122.1,2016-09-01
2016.0,10.0,15.9,8.7,0.0,21.6,105.6,2016-10-01
2016.0,11.0,10.5,3.8,3.0,86.4,77.4,2016-11-01
2016.0,12.0,10.2,3.4,7.0,10.4,55.1,2016-12-01
2017.0,1.0,7.6,0.7,15.0,60.2,64.5,2017-01-01
2017.0,2.0,10.0,4.4,1.0,38.2,47.8,2017-02-01
2017.0,3.0,14.1,6.6,0.0,25.8,116.3,2017-03-01
2017.0,4.0,15.8,5.9,0.0,4.6,186.2,2017-04-01
2017.0,5.0,19.8,10.4,0.0,64.8,164.8,2017-05-01
2017.0,6.0,24.0,13.9,0.0,46.4,204.3,2017-06-01
2017.0,7.0,23.8,14.9,0.0,90.0,178.0,2017-07-01
2017.0,8.0,22.0,13.5,0.0,58.6,174.9,2017-08-01
2017.0,9.0,19.2,11.0,0.0,59.0,120.1,2017-09-01
2017.0,10.0,17.1,10.3,0.0,9.2,84.6,2017-10-01
2017.0,11.0,11.1,4.5,2.0,34.2,66.7,2017-11-01
2017.0,12.0,8.7,2.9,7.0,81.2,43.8,2017-12-01
2018.0,1.0,9.7,3.8,1.0,58.0,46.5,2018-01-01
2018.0,2.0,6.7,0.6,12.0,29.0,92.0,2018-02-01
2018.0,3.0,9.8,3.0,6.0,81.2,70.3,2018-03-01
2018.0,4.0,15.5,7.9,0.0,65.2,113.4,2018-04-01
2018.0,5.0,20.8,9.8,0.0,58.4,248.3,2018-05-01
2018.0,6.0,24.2,13.1,0.0,0.4,234.5,2018-06-01
2018.0,7.0,28.3,16.4,0.0,14.8,272.5,2018-07-01
2018.0,8.0,24.5,14.5,0.0,48.2,182.1,2018-08-01
2018.0,9.0,20.9,11.0,0.0,29.4,195.0,2018-09-01
2018.0,10.0,16.5,8.5,1.0,61.0,137.0,2018-10-01
2018.0,11.0,12.2,5.8,1.0,73.8,72.9,2018-11-01
2018.0,12.0,10.7,5.2,2.0,60.6,40.3,2018-12-01
2019.0,1.0,7.6,2.0,9.0,33.2,56.4,2019-01-01
2019.0,2.0,12.4,3.3,3.0,34.2,120.2,2019-02-01
2019.0,3.0,13.1,5.8,0.0,49.6,119.0,2019-03-01
2019.0,4.0,15.8,5.7,1.0,12.8,170.1,2019-04-01
2019.0,5.0,18.6,8.4,0.0,36.0,176.3,2019-05-01
2019.0,6.0,21.8,11.9,0.0,81.8,170.1,2019-06-01
2019.0,7.0,25.5,14.9,0.0,50.8,194.5,2019-07-01
2019.0,8.0,25.2,14.1,0.0,33.6,201.2,2019-08-01
2019.0,9.0,21.2,11.8,0.0,63.0,156.8,2019-09-01
2019.0,10.0,15.5,8.6,0.0,92.8,74.0,2019-10-01
2019.0,11.0,10.3,4.3,3.0,74.8,51.3,2019-11-01
2019.0,12.0,10.2,4.0,3.0,89.6,56.2,2019-12-01
2020.0,1.0,10.1,4.7,4.0,47.6,50.3,2020-01-01
2020.0,2.0,11.1,4.3,1.0,99.8,62.0,2020-02-01
2020.0,3.0,12.0,3.9,1.0,42.8,148.0,2020-03-01
2020.0,4.0,18.2,6.5,1.0,38.2,235.4,2020-04-01
2020.0,5.0,21.1,9.1,0.0,2.0,308.6,2020-05-01
2020.0,6.0,22.5,12.6,0.0,54.0,174.9,2020-06-01
2020.0,7.0,23.8,13.4,0.0,35.2,171.2,2020-07-01
2020.0,8.0,25.6,15.6,0.0,58.2,161.8,2020-08-01
2020.0,9.0,21.6,11.2,0.0,20.0,168.9,2020-09-01
2020.0,10.0,15.1,8.8,0.0,142.2,51.6,2020-10-01
2020.0,11.0,12.7,6.2,2.0,50.2,44.6,2020-11-01
2020.0,12.0,8.5,3.5,7.0,72.4,36.5,2020-12-01
2021.0,1.0,7.0,1.3,12.0,96.6,29.4,2021-01-01
2021.0,2.0,9.1,3.1,7.0,36.4,57.9,2021-02-01
2021.0,3.0,12.1,4.1,1.0,24.6,91.4,2021-03-01
2021.0,4.0,13.1,2.9,5.0,7.2,202.6,2021-04-01
2021.0,5.0,16.5,7.2,0.0,84.6,131.9,2021-05-01
2021.0,6.0,22.5,13.3,0.0,88.2,159.6,2021-06-01
2021.0,7.0,24.2,14.9,0.0,61.2,171.1,2021-07-01
2021.0,8.0,21.9,13.4,0.0,42.2,95.6,2021-08-01
2021.0,9.0,22.3,13.3,0.0,52.4,124.0,2021-09-01
2021.0,10.0,16.9,9.7,0.0,87.6,84.2,2021-10-01
2021.0,11.0,11.4,4.5,3.0,10.2,67.8,2021-11-01
2021.0,12.0,10.1,5.3,3.0,71.2,21.1,2021-12-01
2022.0,1.0,8.9,1.9,9.0,17.2,67.1,2022-01-01
2022.0,2.0,11.3,4.0,3.0,49.6,78.4,2022-02-01
2022.0,3.0,13.2,4.9,1.0,31.4,157.2,2022-03-01
2022.0,4.0,16.1,5.7,1.0,16.4,167.2,2022-04-01
2022.0,5.0,20.2,10.1,0.0,34.2,155.3,2022-05-01
2022.0,6.0,23.2,11.9,0.0,24.0,212.2,2022-06-01
